"filename", "language", "YAML", "Groovy", "Java Properties", "Markdown", "Dart", "XML", "JSON", "C++", "Swift", "comment", "blank", "total"
"c:\Users\A Azi A\Documents\App\finance\lib\pages\community\viewPost.dart", "Dart", 0, 0, 0, 0, -159, 0, 0, 0, 0, -5, -14, -178
"c:\Users\A Azi A\Documents\App\finance\lib\pages\home\create.dart", "Dart", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 1, 11
"c:\Users\A Azi A\Documents\App\finance\lib\pages\home\dashboard.dart", "Dart", 0, 0, 0, 0, -185, 0, 0, 0, 0, 0, -31, -216
"c:\Users\A Azi A\Documents\App\finance\lib\pages\home\info.dart", "Dart", 0, 0, 0, 0, 14, 0, 0, 0, 0, 1, 8, 23
"c:\Users\A Azi A\Documents\App\finance\lib\pages\home\passwordReset.dart", "Dart", 0, 0, 0, 0, -2, 0, 0, 0, 0, -1, -1, -4
"c:\Users\A Azi A\Documents\App\finance\lib\pages\login_register\login.dart", "Dart", 0, 0, 0, 0, -22, 0, 0, 0, 0, 0, 0, -22
"c:\Users\A Azi A\Documents\App\finance\lib\pages\login_register\signup.dart", "Dart", 0, 0, 0, 0, -39, 0, 0, 0, 0, 0, 1, -38
"c:\Users\A Azi A\Documents\App\finance\lib\pages\login_register\verify.dart", "Dart", 0, 0, 0, 0, -4, 0, 0, 0, 0, -1, -1, -6
"c:\Users\A Azi A\Documents\App\finance\lib\pages\search\search.dart", "Dart", 0, 0, 0, 0, -8, 0, 0, 0, 0, 0, 0, -8
"c:\Users\A Azi A\Documents\App\finance\lib\pages\search\viewResult.dart", "Dart", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 17
"c:\Users\A Azi A\Documents\App\finance\lib\pages\settings\currency.dart", "Dart", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\A Azi A\Documents\App\finance\lib\pages\settings\profile.dart", "Dart", 0, 0, 0, 0, -70, 0, 0, 0, 0, -3, -3, -76
"c:\Users\A Azi A\Documents\App\finance\lib\pages\settings\settings.dart", "Dart", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 1, 23
"c:\Users\A Azi A\Documents\App\finance\lib\pages\viewPortfolio\viewHolding.dart", "Dart", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 3, 14
"c:\Users\A Azi A\Documents\App\finance\lib\pages\viewPortfolio\viewPortfolio.dart", "Dart", 0, 0, 0, 0, 143, 0, 0, 0, 0, -1, 20, 162
"c:\Users\A Azi A\Documents\App\finance\lib\pages\watchlist\watchlist.dart", "Dart", 0, 0, 0, 0, 158, 0, 0, 0, 0, 0, 19, 177
"c:\Users\A Azi A\Documents\App\finance\lib\pages\wrapper.dart", "Dart", 0, 0, 0, 0, 58, 0, 0, 0, 0, -2, 6, 62
"c:\Users\A Azi A\Documents\App\finance\lib\services\Login\authentication.dart", "Dart", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, -1, 1
"c:\Users\A Azi A\Documents\App\finance\lib\services\Network\network.dart", "Dart", 0, 0, 0, 0, -31, 0, 0, 0, 0, -1, -5, -37
"c:\Users\A Azi A\Documents\App\finance\lib\services\database\database.dart", "Dart", 0, 0, 0, 0, -29, 0, 0, 0, 0, -2, -7, -38
"c:\Users\A Azi A\Documents\App\finance\lib\services\marketbeat\marketbeat.dart", "Dart", 0, 0, 0, 0, -4, 0, 0, 0, 0, 0, 0, -4
"c:\Users\A Azi A\Documents\App\finance\lib\services\yahooapi\yahoo_api_provider.dart", "Dart", 0, 0, 0, 0, -19, 0, 0, 0, 0, -16, -17, -52
"c:\Users\A Azi A\Documents\App\finance\lib\shared\Custome_Widgets\botomSheet\custome_Bottom_Sheet.dart", "Dart", 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 3, 87
"c:\Users\A Azi A\Documents\App\finance\lib\shared\Custome_Widgets\button\cw_button.dart", "Dart", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 1, 15
"c:\Users\A Azi A\Documents\App\finance\lib\shared\Custome_Widgets\cards\eventList.dart", "Dart", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\A Azi A\Documents\App\finance\lib\shared\Custome_Widgets\cards\holdingCard.dart", "Dart", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\A Azi A\Documents\App\finance\lib\shared\Custome_Widgets\cards\portfolioCard.dart", "Dart", 0, 0, 0, 0, -36, 0, 0, 0, 0, 0, 0, -36
"c:\Users\A Azi A\Documents\App\finance\lib\shared\Custome_Widgets\cards\portfolioList.dart", "Dart", 0, 0, 0, 0, -36, 0, 0, 0, 0, 0, 0, -36
"c:\Users\A Azi A\Documents\App\finance\lib\shared\Custome_Widgets\loading\loading.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, 0, -2
"c:\Users\A Azi A\Documents\App\finance\lib\shared\TextStyle\customTextStyles.dart", "Dart", 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 1, 5
"c:\Users\A Azi A\Documents\App\finance\lib\shared\custom_scaffold\custom_navigator.dart", "Dart", 0, 0, 0, 0, 41, 0, 0, 0, 0, -62, 3, -18
"c:\Users\A Azi A\Documents\App\finance\lib\shared\dataObject\data_object.dart", "Dart", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2
"c:\Users\A Azi A\Documents\App\finance\lib\shared\dividends\dividends.dart", "Dart", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\A Azi A\Documents\App\finance\lib\shared\earnings\earnings.dart", "Dart", 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1
"c:\Users\A Azi A\Documents\App\finance\lib\shared\inputDecoration\inputDecoration.dart", "Dart", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 16
"c:\Users\A Azi A\Documents\App\finance\lib\shared\pageLoaders\accountDeleted.dart", "Dart", 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 3, 64
"c:\Users\A Azi A\Documents\App\finance\lib\shared\pageLoaders\additionConfirm.dart", "Dart", 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 4, 86
"c:\Users\A Azi A\Documents\App\finance\lib\shared\pageLoaders\noHolding.dart", "Dart", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 4, 38
"c:\Users\A Azi A\Documents\App\finance\lib\shared\pageLoaders\noPortfolio.dart", "Dart", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 4, 57
"c:\Users\A Azi A\Documents\App\finance\lib\shared\pageLoaders\offline.dart", "Dart", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2
"c:\Users\A Azi A\Documents\App\finance\lib\shared\pageLoaders\removalConfirm.dart", "Dart", 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 4, 86
"c:\Users\A Azi A\Documents\App\finance\lib\shared\units\units.dart", "Dart", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 7, 19
"c:\Users\A Azi A\Documents\App\finance\pubspec.yaml", "YAML", 50, 0, 0, 0, 0, 0, 0, 0, 0, 96, 12, 158
"Total", "-", 50, 109, 9, 13, -431, 259, 301, 1, 12, 37, 37, 397
